"compareStrain","vaccineStrain","Gene","vaccine_code","Nmedian","Smedian"
"CY088251_A_England_525_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,26
"CY000024_A_New_York_30_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,25
"CY107095_A_England_470_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,24
"CY107151_A_England_493_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,24
"CY000512_A_New_York_4_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,25
"CY088379_A_England_532_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,24
"CY088387_A_England_522_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,24
"CY088115_A_England_467_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,25
"CY107167_A_England_532_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,24
"CY001559_A_New_York_215_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,25
"CY001095_A_New_York_24_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,26
"CY000272_A_New_York_53_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,24
"CY038574_A_Hong_Kong_HKU2_2004","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,26
"CY091124_A_Missouri_NHRC0002_2004","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,25
"CY000352_A_New_York_15_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,24
"CY000144_A_New_York_26_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,25
"KJ855448_A_Mexico_DIF2662_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,26
"CY088323_A_England_508_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,25
"CY091468_A_California_NHRC0006_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,25
"CY013812_A_New_York_C4_2002","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,25
"CY000552_A_New_York_115_2002","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,23
"CY000216_A_New_York_91_2002","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,24
"CY002335_A_New_York_77_2001","EPI103320_A_Moscow_10_1999","NP","1.Mos99",5,21
"CY107111_A_England_516_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",7,24
"CY088139_A_Scotland_79_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,23
"CY088035_A_England_438_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,24
"CY088403_A_England_547_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",7,22
"CY112948_A_Netherlands_1_2002","EPI103320_A_Moscow_10_1999","NP","1.Mos99",6,20
"CY000872_A_New_York_193_2003","EPI103320_A_Moscow_10_1999","NP","1.Mos99",4,25
"CY114340_A_Netherlands_126_2001","EPI103320_A_Moscow_10_1999","NP","1.Mos99",4,16
"CY040321_A_Hong_Kong_HKU38_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",3,5
"CY006386_A_New_York_467_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,5
"CY038638_A_Hong_Kong_HKU29_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",2,5
"CY038646_A_Hong_Kong_HKU31_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",1,5
"CY038654_A_Hong_Kong_HKU34_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",1,5
"CY039030_A_Hong_Kong_HKU25_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,4
"CY039038_A_Hong_Kong_HKU30_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,4
"CY039174_A_Hong_Kong_HKU24_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",1,4
"CY039502_A_Hong_Kong_HKU32_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,4
"CY043751_A_Hong_Kong_HKU28_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",2,5
"EPI367109_A_California_7_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,4
"CY038622_A_Hong_Kong_HKU20_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,4
"CY038958_A_Hong_Kong_HKU6_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,4
"KJ855376_A_Mexico_DIF835_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,4
"CY038990_A_Hong_Kong_HKU14_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",1,6
"CY038614_A_Hong_Kong_HKU19_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,5
"CY039494_A_Hong_Kong_HKU1_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",2,4
"CY088363_A_England_558_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,5
"CY032968_A_Yucatan_844_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,5
"CY039014_A_Hong_Kong_HKU21_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,4
"CY038950_A_Hong_Kong_HKU4_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",4,5
"CY038998_A_Hong_Kong_HKU15_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,4
"EPI358781_A_Fujian_411_2002","EPI103320_A_Moscow_10_1999","NS","1.Mos99",4,4
"CY003287_A_New_York_438_2000","EPI103320_A_Moscow_10_1999","NS","1.Mos99",4,3
"CY114324_A_Netherlands_3_2000","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,3
"EPI103320_A_Moscow_10_1999","EPI103320_A_Moscow_10_1999","NS","1.Mos99",0,0
"CY000040_A_New_York_33_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY039166_A_Hong_Kong_HKU5_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",7,9
"CY001036_A_New_York_6_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY009267_A_New_York_499_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY000768_A_New_York_10_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY088115_A_England_467_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,7
"CY088387_A_England_522_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY088267_A_England_585_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,8
"CY092216_A_Georgia_NHRC0001_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY000104_A_New_York_54_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY107151_A_England_493_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY090956_A_South_Carolina_NHRC0002_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,7
"CY002351_A_New_York_272_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY107095_A_England_470_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY088251_A_England_525_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY000908_A_New_York_13_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY000024_A_New_York_30_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY001300_A_New_York_37_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY001559_A_New_York_215_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",7,13
"CY000512_A_New_York_4_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",7,8
"CY088275_A_England_487_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,9
"CY107167_A_England_532_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,7
"CY088187_A_England_944_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,7
"CY088027_A_England_425_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,7
"CY088379_A_England_532_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,7
"CY088339_A_England_957_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,7
"CY088291_A_England_491_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,8
"CY088131_A_Scotland_78_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,8
"CY001196_A_New_York_18_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY000056_A_New_York_35_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY000352_A_New_York_15_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,9
"CY001095_A_New_York_24_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,9
"CY091124_A_Missouri_NHRC0002_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,11
"KJ855448_A_Mexico_DIF2662_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,9
"CY091468_A_California_NHRC0006_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,9
"CY000272_A_New_York_53_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,9
"CY038574_A_Hong_Kong_HKU2_2004","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,8
"CY000144_A_New_York_26_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,9
"CY088323_A_England_508_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",6,8
"CY112948_A_Netherlands_1_2002","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,7
"CY088403_A_England_547_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,8
"CY107111_A_England_516_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,8
"CY088035_A_England_438_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,8
"CY088139_A_Scotland_79_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,8
"CY013812_A_New_York_C4_2002","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,8
"CY000216_A_New_York_91_2002","EPI103320_A_Moscow_10_1999","NS","1.Mos99",4,11
"CY000552_A_New_York_115_2002","EPI103320_A_Moscow_10_1999","NS","1.Mos99",4,8
"CY002335_A_New_York_77_2001","EPI103320_A_Moscow_10_1999","NS","1.Mos99",4,9
"CY000872_A_New_York_193_2003","EPI103320_A_Moscow_10_1999","NS","1.Mos99",7,12
"CY114340_A_Netherlands_126_2001","EPI103320_A_Moscow_10_1999","NS","1.Mos99",5,9
"CY006386_A_New_York_467_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",3,22
"CY038638_A_Hong_Kong_HKU29_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",5,15
"CY038646_A_Hong_Kong_HKU31_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,15
"CY038654_A_Hong_Kong_HKU34_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",5,16
"CY039030_A_Hong_Kong_HKU25_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",5,15
"CY039038_A_Hong_Kong_HKU30_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",5,14
"CY039174_A_Hong_Kong_HKU24_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",2,22
"CY039502_A_Hong_Kong_HKU32_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",5,15
"CY040321_A_Hong_Kong_HKU38_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",5,13
"CY043751_A_Hong_Kong_HKU28_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",5,15
"EPI367109_A_California_7_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",4,24
"CY038614_A_Hong_Kong_HKU19_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,14
"CY038622_A_Hong_Kong_HKU20_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",5,14
"CY039014_A_Hong_Kong_HKU21_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",5,13
"CY038950_A_Hong_Kong_HKU4_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",4,23
"KJ855376_A_Mexico_DIF835_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",3,15
"CY032968_A_Yucatan_844_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",2,12
"EPI358781_A_Fujian_411_2002","EPI103320_A_Moscow_10_1999","PA","1.Mos99",3,11
"CY039494_A_Hong_Kong_HKU1_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",1,18
"CY038990_A_Hong_Kong_HKU14_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",1,18
"CY038998_A_Hong_Kong_HKU15_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",1,23
"CY038958_A_Hong_Kong_HKU6_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",1,20
"CY114324_A_Netherlands_3_2000","EPI103320_A_Moscow_10_1999","PA","1.Mos99",1,4
"EPI103320_A_Moscow_10_1999","EPI103320_A_Moscow_10_1999","PA","1.Mos99",0,0
"CY003287_A_New_York_438_2000","EPI103320_A_Moscow_10_1999","PA","1.Mos99",1,7
"CY091468_A_California_NHRC0006_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,26
"CY000040_A_New_York_33_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,27
"CY000056_A_New_York_35_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,27
"CY090956_A_South_Carolina_NHRC0002_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,28
"CY001196_A_New_York_18_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,30
"CY000908_A_New_York_13_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,26
"CY002351_A_New_York_272_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,26
"CY001300_A_New_York_37_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,26
"CY000104_A_New_York_54_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,27
"CY092216_A_Georgia_NHRC0001_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",8,34
"KJ855448_A_Mexico_DIF2662_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",8,30
"CY001095_A_New_York_24_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",8,29
"CY000352_A_New_York_15_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,30
"CY000272_A_New_York_53_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,29
"CY091124_A_Missouri_NHRC0002_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,31
"CY038574_A_Hong_Kong_HKU2_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",8,30
"CY000144_A_New_York_26_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,29
"CY001036_A_New_York_6_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,26
"CY000768_A_New_York_10_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,27
"CY009267_A_New_York_499_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,25
"CY107167_A_England_532_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,25
"CY039166_A_Hong_Kong_HKU5_2004","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,33
"CY107111_A_England_516_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",11,30
"CY000512_A_New_York_4_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,28
"CY000024_A_New_York_30_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",8,28
"CY107151_A_England_493_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",8,30
"CY088275_A_England_487_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",8,29
"CY088291_A_England_491_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,28
"CY088403_A_England_547_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,28
"CY088139_A_Scotland_79_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,27
"CY088267_A_England_585_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,30
"CY088323_A_England_508_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,30
"CY088363_A_England_558_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,27
"CY088115_A_England_467_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,27
"CY088035_A_England_438_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,28
"CY088379_A_England_532_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,28
"CY001559_A_New_York_215_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",8,22
"CY013812_A_New_York_C4_2002","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,17
"CY000552_A_New_York_115_2002","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,17
"CY002335_A_New_York_77_2001","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,17
"CY000216_A_New_York_91_2002","EPI103320_A_Moscow_10_1999","PA","1.Mos99",6,17
"CY088339_A_England_957_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",8,29
"CY107095_A_England_470_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,22
"CY088027_A_England_425_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,22
"CY088251_A_England_525_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,22
"CY088387_A_England_522_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,22
"CY088131_A_Scotland_78_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,22
"CY088187_A_England_944_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",9,22
"CY112948_A_Netherlands_1_2002","EPI103320_A_Moscow_10_1999","PA","1.Mos99",7,18
"CY000872_A_New_York_193_2003","EPI103320_A_Moscow_10_1999","PA","1.Mos99",4,24
"CY114340_A_Netherlands_126_2001","EPI103320_A_Moscow_10_1999","PA","1.Mos99",3,11
"CY038646_A_Hong_Kong_HKU31_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,24
"CY039030_A_Hong_Kong_HKU25_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,23
"CY038638_A_Hong_Kong_HKU29_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,28
"CY043751_A_Hong_Kong_HKU28_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,28
"CY038654_A_Hong_Kong_HKU34_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,25
"CY040321_A_Hong_Kong_HKU38_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",5,25
"CY039502_A_Hong_Kong_HKU32_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",8,24
"CY039038_A_Hong_Kong_HKU30_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,27
"CY006386_A_New_York_467_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,20
"EPI367109_A_California_7_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",2,19
"CY039174_A_Hong_Kong_HKU24_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,19
"CY038614_A_Hong_Kong_HKU19_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,23
"CY038622_A_Hong_Kong_HKU20_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,26
"CY039014_A_Hong_Kong_HKU21_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,26
"CY038950_A_Hong_Kong_HKU4_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,23
"CY032968_A_Yucatan_844_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",2,16
"KJ855376_A_Mexico_DIF835_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,19
"EPI358781_A_Fujian_411_2002","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",2,17
"CY038998_A_Hong_Kong_HKU15_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,20
"CY038990_A_Hong_Kong_HKU14_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,18
"CY088363_A_England_558_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,19
"CY039494_A_Hong_Kong_HKU1_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",2,21
"CY038958_A_Hong_Kong_HKU6_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,19
"CY114324_A_Netherlands_3_2000","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",1,10
"CY003287_A_New_York_438_2000","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",1,4
"EPI103320_A_Moscow_10_1999","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",0,0
"CY114340_A_Netherlands_126_2001","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",2,14
"CY091124_A_Missouri_NHRC0002_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,30
"KJ855448_A_Mexico_DIF2662_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,30
"CY088323_A_England_508_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",5,31
"CY091468_A_California_NHRC0006_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,33
"CY000352_A_New_York_15_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,34
"CY038574_A_Hong_Kong_HKU2_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,34
"CY000272_A_New_York_53_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,33
"CY001095_A_New_York_24_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,32
"CY000144_A_New_York_26_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,32
"CY001036_A_New_York_6_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,30
"CY009267_A_New_York_499_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,31
"CY000768_A_New_York_10_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",5,31
"CY039166_A_Hong_Kong_HKU5_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,29
"CY088267_A_England_585_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,31
"CY001300_A_New_York_37_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,32
"CY002351_A_New_York_272_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,32
"CY000040_A_New_York_33_2004","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,32
"CY000104_A_New_York_54_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,31
"CY092216_A_Georgia_NHRC0001_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,31
"CY000056_A_New_York_35_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,34
"CY001196_A_New_York_18_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,33
"CY000908_A_New_York_13_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,31
"CY090956_A_South_Carolina_NHRC0002_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,32
"CY107095_A_England_470_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,33
"CY000512_A_New_York_4_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,33
"CY088387_A_England_522_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,34
"CY000024_A_New_York_30_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,35
"CY088115_A_England_467_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,34
"CY088251_A_England_525_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,35
"CY107151_A_England_493_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,35
"CY107167_A_England_532_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,39
"CY088379_A_England_532_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,38
"CY088275_A_England_487_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,34
"CY088187_A_England_944_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,33
"CY088339_A_England_957_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,37
"CY088291_A_England_491_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,35
"CY088027_A_England_425_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,33
"CY001559_A_New_York_215_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,33
"CY000216_A_New_York_91_2002","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,25
"CY013812_A_New_York_C4_2002","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,25
"CY000552_A_New_York_115_2002","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,23
"CY002335_A_New_York_77_2001","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,24
"CY088403_A_England_547_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,32
"CY088139_A_Scotland_79_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,29
"CY107111_A_England_516_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,31
"CY088035_A_England_438_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",3,30
"CY112948_A_Netherlands_1_2002","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,21
"CY088131_A_Scotland_78_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",4,32
"CY000872_A_New_York_193_2003","EPI103320_A_Moscow_10_1999","PB1","1.Mos99",5,24
"CY006386_A_New_York_467_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",4,24
"CY038646_A_Hong_Kong_HKU31_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",4,25
"CY038638_A_Hong_Kong_HKU29_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",4,25
"CY038654_A_Hong_Kong_HKU34_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",4,25
"CY039030_A_Hong_Kong_HKU25_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",4,25
"CY039038_A_Hong_Kong_HKU30_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",4,25
"CY039174_A_Hong_Kong_HKU24_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",2,26
"CY039502_A_Hong_Kong_HKU32_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",4,25
"CY040321_A_Hong_Kong_HKU38_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",4,27
"CY043751_A_Hong_Kong_HKU28_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",4,25
"EPI367109_A_California_7_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",2,29
"CY038958_A_Hong_Kong_HKU6_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",3,21
"CY038998_A_Hong_Kong_HKU15_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",2,25
"CY038990_A_Hong_Kong_HKU14_2004","EPI103320_A_Moscow_10_1999","PB2","1.Mos99",2,22
