name,name_fasta,HA_segID,Subtype,original_clade,Clade_group,Domestic_Status,zoonotic_case,date,set,RBS_23full,RBS_26full,ENZ_23SLN,ENZ_26SLN,SBS_23SLN,SBS_26SLN,stalk,stalk_scale,zoonotic_scale,X88,X98,X110,X156,X284,X298,mean_rmsdRBS23,PB2_627,PB2_631,PA_497,HA_147,PB2_627_bin,PB2_631_cat,PA_497_bin,HA_147_bin,Zoo_bin,Bal23,Bal26,stalk_bin,stalk_cat,Host_cat,Bal23_cat5,Bal26_cat5,mLTDC
H5N1|A/chicken/AnNing/1/2014|KM392376|2014-01-01,H5N1|A/chicken/AnNing/1/2014|KM392376|2014-01-01,KM392376,H5N1,2.3.4.4g,H5N1_2.3.4.4b,Domestic,non-zoonotic,2014.1.1,avian,-40.14834372,-40.41656825,-31.36293,-22.22108,-29.86839,-26.25636,short,-0.5,-0.5,2.622090824,1.95637979,1.493962654,2.486255044,1.425353687,1.664423327,5.9697251,E,M,K,V,0,0,0,0,0,1.280120949,1.81883906,0,0,0,4,3,1
H5N1|A/Chicken/Argentina/2305-6/2023|EPI2872917|2023-05-18,H5N1|A/Chicken/Argentina/2305-6/2023|EPI2872917|2023-05-18,EPI2872917,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.5.18,avian,-40.21361338,-40.10442011,-34.12726,-23.69097,-42.16856,-40.49779,long,0.5,-0.5,3.621999221,1.543632562,1.163312347,2.382417579,1.732857632,1.926320066,6.711756972,E,M,K,V,0,0,0,0,0,0.589171433,0.846407304,1,2,0,1,1,1
H5N1|A/Chicken/Argentina/2796-2/2023|EPI2872933|2023-06-13,H5N1|A/Chicken/Argentina/2796-2/2023|EPI2872933|2023-06-13,EPI2872933,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.6.13,avian,-40.1591353,-39.95466865,-34.12905,-23.69364,-42.16872,-40.49788,long,0.5,-0.5,3.284770123,1.294852648,1.065709545,2.129608428,1.224290375,1.322224128,4.566593625,E,M,K,V,0,0,0,0,0,0.588342414,0.843151762,1,2,0,1,1,3
H5N1|A/Chicken/Argentina/3657-2/2023|EPI2872949|2023-07-26,H5N1|A/Chicken/Argentina/3657-2/2023|EPI2872949|2023-07-26,EPI2872949,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.7.26,avian,-38.87592079,-39.94413656,-30.40907,-21.99268,-25.78259,-27.10824,long,0.5,-0.5,2.532975409,1.303127201,1.22297726,2.322867166,1.518683061,1.379591274,6.286996016,E,M,K,V,0,0,0,0,0,0.639215879,0.908123443,1,2,0,2,2,4
H5N1|A/chicken/Bangladesh/01C209/2017|EPI1330436|2017-03-02,H5N1|A/chicken/Bangladesh/01C209/2017|EPI1330436|2017-03-02,EPI1330436,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2017.3.2,avian,-37.59232616,-42.63811529,-31.14137,-22.08855,-37.15401,-31.9347,short,-0.5,-0.5,1.412817694,2.388569076,1.212580312,1.841866656,1.697549414,1.787160698,4.667517928,E,M,K,V,0,0,0,0,0,1.207150686,1.930326585,0,0,0,3,4,0
H5N1|A/chicken/Bangladesh/0411/2010|EPI448087|2010-01-12,H5N1|A/chicken/Bangladesh/0411/2010|EPI448087|2010-01-12,EPI448087,H5N1,2.2.2.1,2.2,Domestic,non-zoonotic,2010.1.12,avian,-38.16715344,-42.85936552,-31.21767,-22.03062,-37.16432,-31.82359,short,-0.5,-0.5,1.978973543,2.084027541,1.762063179,2.278424421,1.585404617,1.461270841,5.513533865,K,M,K,V,1,0,0,0,0,1.222613777,1.945445272,0,0,0,3,4,0
H5N1|A/chicken/Bangladesh/11RS-1984-30/2011|EPI448231|2011-06-15,H5N1|A/chicken/Bangladesh/11RS-1984-30/2011|EPI448231|2011-06-15,EPI448231,H5N1,2.3.4.2,2002.3.4,Domestic,non-zoonotic,2011.6.15,avian,-39.27181734,-39.4863322,-24.13406,-20.68663,-37.14106,-31.86425,short,-0.5,-0.5,1.423297661,1.4778284,1.448891648,1.892769344,1.472705238,1.565333016,4.609533865,E,M,K,V,0,0,0,0,0,1.627236252,1.908785153,0,0,0,4,3,0
H5N1|A/chicken/Bangladesh/14VIR2665-24/2014|KM267876|2014-03-26,H5N1|A/chicken/Bangladesh/14VIR2665-24/2014|KM267876|2014-03-26,KM267876,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2014.3.26,avian,-37.54036534,-42.65157973,-31.25293,-22.19151,-39.36217,-33.82394,short,-0.5,-0.5,1.728125437,1.694228254,1.378136731,1.778843477,1.792729671,1.53501877,3.61585259,E,M,K,V,0,0,0,0,0,1.201179068,1.921977357,0,0,0,3,3,0
H5N1|A/chicken/Bangladesh/15078/2012|EPI510455|2012-01-18,H5N1|A/chicken/Bangladesh/15078/2012|EPI510455|2012-01-18,EPI510455,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2012.1.18,avian,-37.56020944,-42.64443204,-31.3028,-22.2143,-37.30743,-32.14556,short,-0.5,-0.5,1.32437787,1.400257059,1.16182268,1.863146349,1.40023191,1.409126073,6.178776892,E,M,K,V,0,0,0,0,0,1.199899352,1.919683809,0,0,0,3,3,0
H5N1|A/chicken/Bangladesh/15079/2012|EPI510418|2012-01-18,H5N1|A/chicken/Bangladesh/15079/2012|EPI510418|2012-01-18,EPI510418,H5N1,2.3.2.1,2.3.2.1,Domestic,non-zoonotic,2012.1.18,avian,-37.4240426,-42.48646662,-31.34087,-22.21567,-37.4251,-32.15624,short,-0.5,-0.5,1.584917816,1.636303506,1.422763027,2.387131769,1.567196796,1.556785367,4.293944223,E,M,K,V,0,0,0,0,0,1.19409712,1.912454885,0,0,0,3,3,3
H5N1|A/chicken/Bangladesh/18-B-557/2022|EPI3116239|2022-02-25,H5N1|A/chicken/Bangladesh/18-B-557/2022|EPI3116239|2022-02-25,EPI3116239,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2022.2.25,avian,-37.53039987,-42.59706954,-31.69287,-22.57396,-37.26761,-31.96673,short,-0.5,-0.5,1.358123297,2.08760345,1.144634075,1.990520785,1.93613703,1.699797471,5.606095618,E,M,K,V,0,0,0,0,0,1.184190636,1.887000311,0,0,0,3,3,0
H5N1|A/chicken/Bangladesh/18248/2012|EPI510426|2012-10-21,H5N1|A/chicken/Bangladesh/18248/2012|EPI510426|2012-10-21,EPI510426,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2012.10.21,avian,-37.58178455,-42.68226286,-32.34156,-21.43122,-37.42449,-32.12389,short,-0.5,-0.5,1.478273103,1.916062395,1.493763527,2.124464173,1.96326912,1.551096159,6.166187251,E,M,K,V,0,0,0,0,0,1.162027575,1.991592773,0,0,0,2,4,0
H5N1|A/chicken/Bangladesh/22482/2014|EPI965052|2014-04-15,H5N1|A/chicken/Bangladesh/22482/2014|EPI965052|2014-04-15,EPI965052,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2014.4.15,avian,-37.68442315,-42.69033256,-31.72263,-22.60415,-37.3211,-31.96163,short,-0.5,-0.5,1.777692598,2.064028522,1.523385436,2.002963185,1.646175715,1.31643535,5.178784861,E,M,K,V,0,0,0,0,0,1.187935021,1.888605967,0,0,0,3,3,0
H5N1|A/chicken/Bangladesh/33167/2017|EPI1309502|2017-07-21,H5N1|A/chicken/Bangladesh/33167/2017|EPI1309502|2017-07-21,EPI1309502,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2017.7.21,avian,-37.74935646,-42.7180929,-31.51756,-22.43903,-37.18738,-31.77758,short,-0.5,-0.5,1.349952003,1.440949606,1.42912924,1.986657813,1.297802099,1.299962011,5.489581673,E,M,K,V,0,0,0,0,0,1.197724585,1.903740621,0,0,0,3,3,0
H5N1|A/chicken/Bangladesh/BH19P32_4_/2017|EPI1331425|2017-06-07,H5N1|A/chicken/Bangladesh/BH19P32_4_/2017|EPI1331425|2017-06-07,EPI1331425,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2017.6.7,avian,-37.74935646,-42.7180929,-31.51671,-22.43836,-37.18285,-31.95004,short,-0.5,-0.5,1.349952003,1.440949606,1.42912924,1.986657813,1.297802099,1.299962011,5.489581673,E,M,K,V,0,0,0,0,0,1.197756887,1.903797466,0,0,0,3,3,0
H5N1|A/chicken/Bangladesh/BM18B59/2017|EPI1330401|2017-04-24,H5N1|A/chicken/Bangladesh/BM18B59/2017|EPI1330401|2017-04-24,EPI1330401,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2017.4.24,avian,-37.65243302,-42.59272639,-31.23012,-22.08224,-37.20611,-31.8926,short,-0.5,-0.5,1.538337395,2.051047967,1.340900943,2.305634287,1.528729746,1.890749487,4.308027888,E,M,K,V,0,0,0,0,0,1.20564484,1.928822728,0,0,0,3,4,0
H5N1|A/chicken/Bangladesh/NRL-AI-8052/2017|MN994161|2017-08-22,H5N1|A/chicken/Bangladesh/NRL-AI-8052/2017|MN994161|2017-08-22,MN994161,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2017.8.22,avian,-37.73097654,-42.70966703,-31.30707,-22.24482,-37.37928,-32.07577,short,-0.5,-0.5,2.18022648,1.774665661,1.191142349,1.664383156,1.422569482,1.424104692,4.297633466,E,M,K,V,0,0,0,0,0,1.205190283,1.919982586,0,0,0,3,3,0
H5N1|A/chicken/Banyuwangi/04160330/2016|EPI1009391|2016-03-14,H5N1|A/chicken/Banyuwangi/04160330/2016|EPI1009391|2016-03-14,EPI1009391,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2016.3.14,avian,-37.32543452,-43.4940521,-31.27746,-22.12068,-29.91598,-26.22606,short,-0.5,-0.5,1.216703349,1.550093635,1.468779488,1.985918369,1.500544826,1.331331704,6.955677291,E,M,K,V,0,0,0,0,0,1.193365271,1.966216775,0,0,0,3,4,0
H5N1|A/Chicken/BC/FAV-0402-OS/2022|EPI2056405|2022-05-12,H5N1|A/Chicken/BC/FAV-0402-OS/2022|EPI2056405|2022-05-12,EPI2056405,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.5.12,avian,-40.22114023,-40.09566126,-34.13681,-23.65939,-42.15873,-40.49125,long,0.5,-0.5,2.386720514,1.420167227,1.144611532,1.685208266,1.107129705,1.256016675,5.140358566,E,M,K,V,0,0,0,0,0,0.589116854,0.847351966,1,2,0,1,1,1
H5N1|A/Chicken/BC/FAV-1532-1/2022|EPI3314610|2022-11-28,H5N1|A/Chicken/BC/FAV-1532-1/2022|EPI3314610|2022-11-28,EPI3314610,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.28,avian,-36.02971626,-39.70081025,-30.4032,-27.85935,-40.28445,-41.78401,long,0.5,-0.5,1.062572331,1.178111426,1.092636966,1.651314056,1.053410105,1.266108247,4.591414343,E,M,K,V,0,0,0,0,0,0.592531646,0.712522192,1,2,0,2,0,1
H5N1|A/chicken/BC/FAV2/2015|EPI853979|2015-02-06,H5N1|A/chicken/BC/FAV2/2015|EPI853979|2015-02-06,EPI853979,H5N1,2.3.4.4c,H5N1_2.3.4.4b,Domestic,non-zoonotic,2015.2.6,avian,-35.9290927,-39.99299223,-31.43297,-22.2947,-39.30077,-34.01584,short,-0.5,-0.5,2.195869565,1.265370633,1.099929425,1.586393264,1.299931847,1.229002278,4.952513944,E,M,K,V,0,0,0,0,0,1.143038431,1.793834061,0,0,0,2,3,0
H5N1|A/chicken/Bengkulu/RJL24/2013|EPI1095775|2013-07-01,H5N1|A/chicken/Bengkulu/RJL24/2013|EPI1095775|2013-07-01,EPI1095775,H5N1,2.1.3.2b,others,Domestic,non-zoonotic,2013.7.1,avian,-35.59891655,-41.16539465,-32.34408,-23.14734,-37.3146,-31.98831,short,-0.5,-0.5,1.752372062,1.977616645,1.304265353,2.083653061,1.904488086,1.642978287,5.886398406,E,M,K,V,0,0,0,0,0,1.100631601,1.778407137,0,0,0,2,3,3
H5N1|A/chicken/Bhutan/248015/2010|EPI317301|2010-02-19,H5N1|A/chicken/Bhutan/248015/2010|EPI317301|2010-02-19,EPI317301,H5N1,2.2.2.1,2.2,Domestic,non-zoonotic,2010.2.19,avian,-38.0475347,-42.67810667,-31.21343,-22.02788,-37.17624,-31.90086,short,-0.5,-0.5,1.399526514,1.790200096,1.229086176,2.414214952,1.706701805,1.466615087,3.748645418,K,M,K,V,1,0,0,0,0,1.218947572,1.937458651,0,0,0,3,4,0
H5N1|A/chicken/Bhutan/352/2012|EPI527291|2012-01-30,H5N1|A/chicken/Bhutan/352/2012|EPI527291|2012-01-30,EPI527291,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2012.1.30,avian,-37.56019559,-42.67760959,-31.43497,-22.32068,-37.4317,-32.08391,short,-0.5,-0.5,1.651949369,1.495593068,1.365408016,1.953680644,1.250448395,1.340353848,5.395800797,E,M,K,V,0,0,0,0,0,1.194853871,1.912021031,0,0,0,3,3,0
H5N1|A/chicken/Ca_Mau/1180/2006|EPI406416|2006-12-27,H5N1|A/chicken/Ca_Mau/1180/2006|EPI406416|2006-12-27,EPI406416,H5N1,1.1,others,Domestic,non-zoonotic,2006.12.27,avian,-38.97668921,-44.20304414,-31.56305,-22.38874,-37.36814,-32.03553,short,-0.5,-0.5,1.662834772,1.901991161,1.271477856,2.57037485,1.70649305,1.944980835,5.654661355,E,M,K,V,0,0,0,0,0,1.234883486,1.974342645,0,0,0,3,4,0
H5N1|A/chicken/California/23-040000-001-original/2023|EPI3447208|2023-12-12,H5N1|A/chicken/California/23-040000-001-original/2023|EPI3447208|2023-12-12,EPI3447208,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.12.12,avian,-36.52774724,-40.31317863,-34.12218,-23.67828,-42.17092,-40.49318,long,0.5,-0.5,2.539259333,1.252495584,1.029676097,1.588011795,1.073998564,1.1957835,5.152900398,E,M,K,V,0,0,0,0,0,0.535249319,0.851269151,1,2,0,0,1,4
H5N1|A/chicken/California/24-000127-001-original/2023|EPI3494068|2023-12-25,H5N1|A/chicken/California/24-000127-001-original/2023|EPI3494068|2023-12-25,EPI3494068,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.12.25,avian,-40.21860041,-40.19280509,-34.12218,-23.67828,-42.17092,-40.49318,long,0.5,-0.5,2.726710507,1.174669758,1.1655556,1.62062473,1.241888669,1.313909361,2.974944223,E,V,K,V,0,1,0,0,0,0.589332223,0.848727295,1,2,0,1,1,2
H5N1|A/chicken/California/25-000045-001/2024|EPI4006857|2024-12-29,H5N1|A/chicken/California/25-000045-001/2024|EPI4006857|2024-12-29,EPI4006857,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.12.29,bovine,-40.31367028,-39.73237481,-34.08589456,-23.39716367,-39.12778317,-50.06574164,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,L,R,M,0,2,1,1,0,0.591354148,0.849085286,1,2,0,1,1,2
H5N1|A/chicken/Cambodia/008LC1/2011|EPI341349|2011-01-27,H5N1|A/chicken/Cambodia/008LC1/2011|EPI341349|2011-01-27,EPI341349,H5N1,2001.1.2,others,Domestic,non-zoonotic,2011.1.27,avian,-39.00301405,-44.20752228,-31.00401289,-22.27093854,-37.41207882,-32.14044818,short,-0.5,-0.5,1.553928526,1.326390487,1.380281344,2.202640656,1.639521343,1.643772233,6.335657371,E,M,K,V,0,0,0,0,0,1.257998898,1.984986946,0,0,0,4,4,2
H5N1|A/chicken/Cambodia/a27W9M1/2016|EPI1272982|2016-03-02,H5N1|A/chicken/Cambodia/a27W9M1/2016|EPI1272982|2016-03-02,EPI1272982,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2016.3.2,avian,-37.01219247,-42.74896022,-31.56881,-22.42366,-29.97908,-26.40295,short,-0.5,-0.5,1.395366797,2.080489112,1.327136613,2.019975977,1.557465533,1.319386178,5.355749004,E,M,K,V,0,0,0,0,0,1.172429131,1.906422066,0,0,0,2,3,0
H5N1|A/Chicken/Cambodia/i5K241C6T/2024|EPI3182812|2024-01-31,H5N1|A/Chicken/Cambodia/i5K241C6T/2024|EPI3182812|2024-01-31,EPI3182812,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2024.1.31,avian,-38.10352191,-43.58387142,-30.79541,-21.57917,-29.50841,-25.91081,short,-0.5,-0.5,2.551790348,1.611159732,1.376870381,2.291114473,1.80272455,1.454848879,7.054741036,E,M,K,V,0,0,0,0,0,1.237311726,2.019719545,0,0,0,3,4,0
H5N1|A/chicken/Cambodia/LC1AL/2007|EPI283980|2007-09-04,H5N1|A/chicken/Cambodia/LC1AL/2007|EPI283980|2007-09-04,EPI283980,H5N1,1.1,others,Domestic,non-zoonotic,2007.9.4,avian,-39.32158197,-39.64713664,-31.56039,-22.39098,-37.37628,-32.17952,short,-0.5,-0.5,1.436985062,1.790150782,1.378647347,2.632608939,1.956696155,2.041534595,5.948645418,E,M,K,V,0,0,0,0,0,1.245915591,1.77067447,0,0,0,4,3,4
H5N1|A/chicken/Cambodia/Z149W14M1/2015|EPI1273150|2015-03-30,H5N1|A/chicken/Cambodia/Z149W14M1/2015|EPI1273150|2015-03-30,EPI1273150,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.3.30,avian,-37.09487926,-42.82147039,-31.80626,-22.66714,-30.18876,-26.22158,short,-0.5,-0.5,1.265946708,1.629638542,1.640831037,1.776614466,1.839260819,1.615804879,4.973374502,E,M,R,V,0,0,1,0,0,1.166276049,1.889143067,0,0,0,2,3,0
H5N1|A/chicken/Cambodia/Z268W20M1/2015|EPI1273198|2015-05-11,H5N1|A/chicken/Cambodia/Z268W20M1/2015|EPI1273198|2015-05-11,EPI1273198,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.5.11,avian,-37.77979017,-42.95341799,-31.80626,-22.66714,-30.18876,-26.22158,short,-0.5,-0.5,1.395132768,1.817245209,1.746866249,2.355284282,1.668796633,1.749390257,4.954083665,E,M,K,V,0,0,0,0,0,1.187809889,1.894964164,0,0,0,3,3,0
H5N1|A/chicken/Cambodia/Z37W8M3/2015|EPI1273038|2015-02-17,H5N1|A/chicken/Cambodia/Z37W8M3/2015|EPI1273038|2015-02-17,EPI1273038,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.2.17,avian,-36.96343302,-42.07368337,-31.56881,-22.42366,-29.97908,-26.40295,short,-0.5,-0.5,1.376010546,1.996965289,1.393815196,1.736806856,1.620828001,1.452531817,5.450047809,E,L,K,V,0,2,0,0,0,1.170884586,1.876307586,0,0,0,2,3,0
H5N1|A/chicken/Cambodia/Z57W9M3/2015|EPI1273078|2015-02-24,H5N1|A/chicken/Cambodia/Z57W9M3/2015|EPI1273078|2015-02-24,EPI1273078,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.2.24,avian,-36.80496033,-42.57295859,-31.32239,-22.23202,-24.15535,-17.77729,short,-0.5,-0.5,1.443089113,1.871134778,1.452647416,2.042942476,1.65738408,1.411716898,5.43436255,E,L,K,V,0,2,0,0,0,1.175036781,1.91493884,0,0,0,2,3,3
H5N1|A/chicken/Cambodia/Z59W9M3/2015|EPI1273086|2015-02-24,H5N1|A/chicken/Cambodia/Z59W9M3/2015|EPI1273086|2015-02-24,EPI1273086,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.2.24,avian,-37.98903404,-43.51366177,-31.70843,-22.55849,-20.94247,-21.91721,short,-0.5,-0.5,1.412982681,1.892119019,1.627530694,2.117411242,1.407171861,1.656690685,3.704940239,E,M,K,V,0,0,0,0,0,1.198073637,1.928926172,0,0,0,3,4,4
H5N1|A/chicken/Cambodia/Z9W7M1/2015|EPI1273014|2015-02-09,H5N1|A/chicken/Cambodia/Z9W7M1/2015|EPI1273014|2015-02-09,EPI1273014,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2015.2.9,avian,-36.95077751,-42.15718143,-32.43313,-21.68779,-21.05441,-18.32884,short,-0.5,-0.5,1.367396345,1.76258318,1.349698985,1.672781623,2.026417808,1.988766807,5.174641434,E,L,K,V,0,2,0,0,0,1.139291136,1.94382099,0,0,0,2,4,0
H5N1|A/chicken/Colombia/Bolivar/3500/2022|OQ683458|2022-11-08,H5N1|A/chicken/Colombia/Bolivar/3500/2022|OQ683458|2022-11-08,OQ683458,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.8,avian,-36.34717325,-40.10378431,-33.99722,-23.53281,-45.06364,-38.8962,long,0.5,-0.5,1.946404651,1.963520834,1.284997234,1.814565423,1.407792942,1.376286927,4.695302789,E,M,K,V,0,0,0,0,0,0.534560962,0.852082355,1,2,0,0,1,1
H5N1|A/chicken/Croatia/7/2022|EPI1956834|2022-01-10,H5N1|A/chicken/Croatia/7/2022|EPI1956834|2022-01-10,EPI1956834,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.10,avian,-39.83566504,-40.09195112,-34.26194,-23.93269,-42.60737,-40.93227,long,0.5,-0.5,1.956496869,1.210453666,1.22564216,1.557442198,1.159852301,1.32823364,4.511908367,E,M,K,V,0,0,0,0,0,0.581339893,0.837598095,1,2,0,0,0,3
H5N1|A/chicken/Czech_Republic/14504-5/2024|EPI3614470|2024-09-29,H5N1|A/chicken/Czech Republic/14504-5/2024|EPI3614470|2024-09-29,EPI3614470,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.9.29,bovine,-38.76097335,-39.84877438,-34.48569403,-23.88825106,-39.63926357,-50.54533026,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.561986273,0.834066384,1,2,0,0,0,2
H5N1|A/chicken/Czech_Republic/15910-5/2024|EPI3679990|2024-10-22,H5N1|A/chicken/Czech Republic/15910-5/2024|EPI3679990|2024-10-22,EPI3679990,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.10.22,bovine,-38.63660743,-39.77190256,-34.48607172,-23.87130071,-39.64528351,-50.55391222,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.560176986,0.833048501,1,2,0,0,0,3
H5N1|A/chicken/Czech_Republic/16692-3/2024|EPI3680022|2024-10-23,H5N1|A/chicken/Czech Republic/16692-3/2024|EPI3680022|2024-10-23,EPI3680022,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.10.23,bovine,-39.99491515,-39.9347438,-34.15546887,-23.70561494,-39.64173407,-50.56023662,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.585483328,0.842305587,1,2,0,1,1,2
H5N1|A/chicken/Czech_Republic/17651-5/2024|EPI3680214|2024-11-17,H5N1|A/chicken/Czech Republic/17651-5/2024|EPI3680214|2024-11-17,EPI3680214,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.11.17,bovine,-35.91951985,-39.96577699,-34.54353066,-23.8913673,-39.79228195,-50.70660041,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.519916742,0.836406232,1,2,0,0,0,2
H5N1|A/chicken/Czech_Republic/102_orig/2023|EPI2305241|2023-01-02,H5N1|A/chicken/Czech_Republic/102_orig/2023|EPI2305241|2023-01-02,EPI2305241,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.1.2,avian,-39.32606611,-40.47018503,-34.26021,-23.92514,-42.60635,-40.93095,long,0.5,-0.5,2.23716821,1.518145484,0.974940873,1.738009879,1.384136107,1.530756844,4.29049004,E,M,K,V,0,0,0,0,0,0.573932064,0.845766943,1,2,0,0,1,3
H5N1|A/chicken/Czech_Republic/25690/2021|EPI1980621|2021-12-22,H5N1|A/chicken/Czech_Republic/25690/2021|EPI1980621|2021-12-22,EPI1980621,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.12.22,avian,-36.32644007,-40.04087373,-34.26021,-23.92514,-42.60635,-40.93095,long,0.5,-0.5,2.442860637,1.867720462,1.044002984,1.785143775,1.205730074,1.458878267,4.379115538,E,M,K,V,0,0,0,0,0,0.530154953,0.836794972,1,2,0,0,0,4
H5N1|A/chicken/Czech_Republic/394-1/2024|EPI2987718|2024-01-04,H5N1|A/chicken/Czech_Republic/394-1/2024|EPI2987718|2024-01-04,EPI2987718,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.1.4,avian,-35.91951985,-39.96577699,-34.59396,-24.17543,-42.76219,-41.08232,long,0.5,-0.5,2.525779652,1.24572077,1.200447842,2.071113645,1.269057538,1.667533691,5.548039841,E,M,K,V,0,0,0,0,0,0.519158834,0.82657841,1,2,0,0,0,2
H5N1|A/chicken/DaLi/302/2014|KM392379|2014-01-01,H5N1|A/chicken/DaLi/302/2014|KM392379|2014-01-01,KM392379,H5N1,2.3.4.4g,H5N1_2.3.4.4b,Domestic,non-zoonotic,2014.1.1,avian,-39.46771261,-39.40007473,-31.52499835,-22.37780038,-41.95518199,-31.75517428,short,-0.5,-0.5,2.271729634,1.620609093,1.278444992,2.383591667,1.737594678,1.533253074,5.253772908,E,M,K,V,0,0,0,0,0,1.251949712,1.760676834,0,0,0,4,3,1
H5N1|A/chicken/Delaware/002825-001/2025|EPI4098440|2025-01-25,H5N1|A/chicken/Delaware/002825-001/2025|EPI4098440|2025-01-25,EPI4098440,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2025.1.25,bovine,-39.86379533,-40.05588172,-34.28633659,-23.41729355,-39.6013766,-50.48434737,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.581336464,0.855262835,1,2,0,0,1,2
H5N1|A/chicken/Delaware/005230-001/2025|EPI4037364|2025-02-10,H5N1|A/chicken/Delaware/005230-001/2025|EPI4037364|2025-02-10,EPI4037364,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2025.2.10,bovine,-39.86379533,-40.05588172,-34.27938059,-23.43371067,-39.53393121,-50.36889088,long,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,E,M,K,V,0,0,0,0,0,0.581454429,0.854663657,1,2,0,1,1,3
H5N1|A/chicken/Denmark/01091-2/2024|EPI3091478|2024-02-07,H5N1|A/chicken/Denmark/01091-2/2024|EPI3091478|2024-02-07,EPI3091478,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2024.2.7,avian,-40.04323299,-40.1192637,-34.25958,-23.84705,-42.61225,-40.93792,long,0.5,-0.5,2.222668063,1.062706025,1.096814702,1.904885199,1.03497687,1.226908755,4.951442231,E,M,K,V,0,0,0,0,0,0.58440928,0.841178756,1,2,0,1,1,4
H5N1|A/chicken/East_Java/Av1210/2017|EPI1647334|2017-04-30,H5N1|A/chicken/East_Java/Av1210/2017|EPI1647334|2017-04-30,EPI1647334,H5N1,2.3.2.1g,2.3.2.1,Domestic,non-zoonotic,2017.4.30,avian,-37.28251862,-43.58047214,-31.255,-22.06193,-29.61096,-26.14641,short,-0.5,-0.5,1.551508528,1.925553466,1.655998517,1.922228421,1.580349074,1.930942603,5.648342629,E,M,K,V,0,0,0,0,0,1.19284974,1.975369886,0,0,0,3,4,0
